1.000000000000000000e+00, 4.160900000000000154e-01
9.916800000000000059e-01, 2.304400000000000059e-01
9.803699999999999637e-01, 1.739499999999999935e-01
9.672699999999999632e-01, 1.257099999999999884e-01
9.527200000000000113e-01, 8.730999999999999872e-02
9.372000000000000330e-01, 5.437999999999999778e-02
9.211200000000000498e-01, 2.559000000000000163e-02
9.047399999999999887e-01, -9.000000000000000567e-05
8.882100000000000550e-01, -2.341000000000000025e-02
8.716000000000000414e-01, -4.490999999999999853e-02
8.549400000000000333e-01, -6.499000000000000610e-02
8.382699999999999596e-01, -8.397999999999999909e-02
8.215799999999999770e-01, -1.020900000000000002e-01
8.048800000000000399e-01, -1.195299999999999974e-01
7.881700000000000372e-01, -1.364200000000000135e-01
7.714600000000000346e-01, -1.529099999999999904e-01
7.547500000000000320e-01, -1.690699999999999981e-01
7.380299999999999638e-01, -1.850199999999999900e-01
7.213199999999999612e-01, -2.008000000000000063e-01
7.046000000000000041e-01, -2.164999999999999980e-01
6.878900000000000015e-01, -2.321600000000000052e-01
6.711799999999999988e-01, -2.478400000000000047e-01
6.544699999999999962e-01, -2.635799999999999810e-01
6.377699999999999481e-01, -2.794300000000000117e-01
6.210799999999999654e-01, -2.954200000000000159e-01
6.044000000000000483e-01, -3.115899999999999781e-01
5.877200000000000202e-01, -3.279799999999999938e-01
5.710600000000000120e-01, -3.446100000000000274e-01
5.544099999999999584e-01, -3.615200000000000080e-01
5.377800000000000358e-01, -3.787400000000000211e-01
5.211599999999999566e-01, -3.962899999999999756e-01
5.045600000000000085e-01, -4.142199999999999771e-01
4.879800000000000249e-01, -4.325399999999999801e-01
4.714300000000000157e-01, -4.512999999999999790e-01
4.548900000000000166e-01, -4.705099999999999838e-01
4.383900000000000019e-01, -4.902099999999999791e-01
4.219100000000000072e-01, -5.104400000000000048e-01
4.054599999999999871e-01, -5.312400000000000455e-01
3.890500000000000069e-01, -5.526299999999999546e-01
3.726800000000000113e-01, -5.746700000000000141e-01
3.563500000000000001e-01, -5.974000000000000421e-01
3.400699999999999834e-01, -6.208700000000000330e-01
3.238300000000000067e-01, -6.451500000000000012e-01
3.076599999999999890e-01, -6.703000000000000069e-01
2.915400000000000214e-01, -6.964000000000000190e-01
2.755000000000000226e-01, -7.235399999999999610e-01
2.595299999999999829e-01, -7.518299999999999983e-01
2.436599999999999877e-01, -7.813999999999999835e-01
2.278799999999999992e-01, -8.123899999999999455e-01
2.122199999999999920e-01, -8.449999999999999734e-01
1.967000000000000137e-01, -8.794399999999999995e-01
1.813500000000000112e-01, -9.159699999999999509e-01
1.661900000000000044e-01, -9.549100000000000366e-01
1.512699999999999878e-01, -9.966099999999999959e-01
1.366600000000000037e-01, -1.041490000000000027e+00
1.224599999999999994e-01, -1.089970000000000105e+00
1.087700000000000056e-01, -1.142430000000000057e+00
9.575000000000000178e-02, -1.199130000000000029e+00
8.358000000000000151e-02, -1.260080000000000089e+00
7.241999999999999826e-02, -1.324910000000000032e+00
6.239000000000000101e-02, -1.392959999999999976e+00
5.353999999999999732e-02, -1.463310000000000111e+00
4.580999999999999656e-02, -1.535069999999999935e+00
3.910000000000000281e-02, -1.607359999999999900e+00
3.329000000000000015e-02, -1.679499999999999993e+00
2.826000000000000040e-02, -1.750660000000000105e+00
2.386999999999999886e-02, -1.819930000000000048e+00
2.002999999999999919e-02, -1.886060000000000070e+00
1.666000000000000120e-02, -1.947140000000000093e+00
1.369000000000000078e-02, -2.000370000000000203e+00
1.107999999999999957e-02, -2.041659999999999808e+00
8.789999999999999203e-03, -2.065160000000000107e+00
6.779999999999999569e-03, -2.062769999999999992e+00
5.049999999999999802e-03, -2.023810000000000109e+00
3.579999999999999849e-03, -1.935519999999999907e+00
2.360000000000000119e-03, -1.784929999999999906e+00
1.399999999999999986e-03, -1.563120000000000065e+00
6.999999999999999929e-04, -1.271670000000000078e+00
2.400000000000000061e-04, -9.271500000000000297e-01
3.000000000000000076e-05, -5.614500000000000046e-01
3.000000000000000076e-05, -2.108700000000000019e-01
2.400000000000000061e-04, 1.213999999999999940e-01
6.999999999999999929e-04, 4.177100000000000257e-01
1.399999999999999986e-03, 6.556400000000000006e-01
2.360000000000000119e-03, 8.264099999999999779e-01
3.579999999999999849e-03, 9.331800000000000095e-01
5.049999999999999802e-03, 9.867000000000000215e-01
6.779999999999999569e-03, 9.998500000000000165e-01
8.789999999999999203e-03, 9.843699999999999672e-01
1.107999999999999957e-02, 9.495799999999999796e-01
1.369000000000000078e-02, 9.022900000000000365e-01
1.666000000000000120e-02, 8.472600000000000131e-01
2.002999999999999919e-02, 7.877300000000000413e-01
2.386999999999999886e-02, 7.258200000000000207e-01
2.826000000000000040e-02, 6.629599999999999937e-01
3.329000000000000015e-02, 6.001100000000000323e-01
3.910000000000000281e-02, 5.380000000000000338e-01
4.580999999999999656e-02, 4.772600000000000176e-01
5.353999999999999732e-02, 4.185599999999999876e-01
6.239000000000000101e-02, 3.626699999999999924e-01
7.241999999999999826e-02, 3.104100000000000192e-01
8.358000000000000151e-02, 2.625500000000000056e-01
9.575000000000000178e-02, 2.195900000000000074e-01
1.087700000000000056e-01, 1.816899999999999904e-01
1.224599999999999994e-01, 1.486800000000000066e-01
1.366600000000000037e-01, 1.201799999999999952e-01
1.512699999999999878e-01, 9.569999999999999341e-02
1.661900000000000044e-01, 7.474000000000000088e-02
1.813500000000000112e-01, 5.682999999999999857e-02
1.967000000000000137e-01, 4.155999999999999972e-02
2.122199999999999920e-01, 2.857000000000000164e-02
2.278799999999999992e-01, 1.756999999999999881e-02
2.436599999999999877e-01, 8.279999999999999166e-03
2.595299999999999829e-01, 4.899999999999999842e-04
2.755000000000000226e-01, -5.989999999999999665e-03
2.915400000000000214e-01, -1.131000000000000061e-02
3.076599999999999890e-01, -1.562000000000000020e-02
3.238300000000000067e-01, -1.904000000000000137e-02
3.400699999999999834e-01, -2.166999999999999829e-02
3.563500000000000001e-01, -2.359999999999999945e-02
3.726800000000000113e-01, -2.491000000000000159e-02
3.890500000000000069e-01, -2.566999999999999837e-02
4.054599999999999871e-01, -2.594000000000000125e-02
4.219100000000000072e-01, -2.578000000000000083e-02
4.383900000000000019e-01, -2.522999999999999896e-02
4.548900000000000166e-01, -2.433000000000000093e-02
4.714300000000000157e-01, -2.312000000000000166e-02
4.879800000000000249e-01, -2.162999999999999992e-02
5.045600000000000085e-01, -1.989000000000000143e-02
5.211599999999999566e-01, -1.790999999999999884e-02
5.377800000000000358e-01, -1.572000000000000133e-02
5.544099999999999584e-01, -1.333999999999999943e-02
5.710600000000000120e-01, -1.077000000000000006e-02
5.877200000000000202e-01, -8.019999999999999352e-03
6.044000000000000483e-01, -5.100000000000000366e-03
6.210799999999999654e-01, -2.010000000000000068e-03
6.377699999999999481e-01, 1.250000000000000026e-03
6.544699999999999962e-01, 4.680000000000000132e-03
6.711799999999999988e-01, 8.300000000000000086e-03
6.878900000000000015e-01, 1.210999999999999924e-02
7.046000000000000041e-01, 1.612999999999999851e-02
7.213199999999999612e-01, 2.038999999999999840e-02
7.380299999999999638e-01, 2.492000000000000118e-02
7.547500000000000320e-01, 2.973999999999999908e-02
7.714600000000000346e-01, 3.490000000000000047e-02
7.881700000000000372e-01, 4.046000000000000291e-02
8.048800000000000399e-01, 4.648999999999999660e-02
8.215799999999999770e-01, 5.306000000000000300e-02
8.382699999999999596e-01, 6.029000000000000331e-02
8.549400000000000333e-01, 6.830999999999999572e-02
8.716000000000000414e-01, 7.731000000000000372e-02
8.882100000000000550e-01, 8.755000000000000282e-02
9.047399999999999887e-01, 9.934999999999999387e-02
9.211200000000000498e-01, 1.132100000000000051e-01
9.372000000000000330e-01, 1.297899999999999887e-01
9.527200000000000113e-01, 1.501099999999999934e-01
9.672699999999999632e-01, 1.756000000000000061e-01
9.803699999999999637e-01, 2.101500000000000035e-01
9.916800000000000059e-01, 2.540200000000000236e-01
1.000000000000000000e+00, 4.160900000000000154e-01
